9,7,8,1,4,4,4,7,0,7,9,2,2
9,7,8,1,5,9,2,5,7,2,6,9,4
5,0,2,2,8,1,0,1,5,1,1,2,8
7,3,1,4,5,6,8,1,0,9,2,8
0,5,4,6,2,5,8,2
9,7,8,0,8,5,7,8,2,0,6,7,9
5,0,1,8,2,7,1,3,2,0,0,2,9
